,name,expiry,strikePrice,optionType,delta,gamma,theta,vega,impliedVolatility,tradeVolume,dte
250,NIFTY,02SEP2025,23000.000000,CE,0.950300,0.000100,-10.241800,5.177100,27.54,1.00,14
251,NIFTY,02SEP2025,23050.000000,CE,0.945600,0.000100,-10.539600,5.557100,27.16,1.00,14
252,NIFTY,02SEP2025,23100.000000,CE,0.940700,0.000100,-10.848700,5.953600,26.76,1.00,14
253,NIFTY,02SEP2025,22950.000000,CE,0.954400,0.000100,-9.966700,4.828500,28.31,1.00,14
254,NIFTY,09SEP2025,25000.000000,CE,0.521600,0.000300,-17.212800,24.338200,10.83,2655.00,21
255,NIFTY,09SEP2025,25500.000000,CE,0.393600,0.000300,-15.923500,23.500300,10.39,2490.00,21
256,NIFTY,09SEP2025,26000.000000,CE,0.277400,0.000200,-13.449800,20.467400,11.04,1074.00,21
257,NIFTY,09SEP2025,24600.000000,CE,0.622000,0.000200,-17.199600,23.216900,11.91,487.00,21
258,NIFTY,09SEP2025,24900.000000,CE,0.544600,0.000300,-17.282500,24.211500,11.11,429.00,21
259,NIFTY,09SEP2025,24800.000000,CE,0.571800,0.000300,-17.317600,23.973900,11.29,409.00,21
260,NIFTY,09SEP2025,25400.000000,CE,0.420100,0.000300,-16.313100,23.887500,10.25,386.00,21
261,NIFTY,09SEP2025,26300.000000,CE,0.218200,0.000200,-11.662400,17.998900,11.65,353.00,21
262,NIFTY,09SEP2025,25100.000000,CE,0.495300,0.000300,-17.065000,24.370800,10.66,305.00,21
263,NIFTY,09SEP2025,25200.000000,CE,0.470300,0.000300,-16.871400,24.307700,10.64,305.00,21
264,NIFTY,09SEP2025,24500.000000,CE,0.646700,0.000200,-17.056000,22.699600,12.09,233.00,21
265,NIFTY,09SEP2025,24700.000000,CE,0.597700,0.000300,-17.287100,23.635300,11.44,227.00,21
266,NIFTY,09SEP2025,25800.000000,CE,0.320300,0.000200,-14.510300,21.847700,10.67,133.00,21
267,NIFTY,09SEP2025,26350.000000,CE,0.216500,0.000200,-11.616600,17.956700,11.38,74.00,21
268,NIFTY,09SEP2025,24950.000000,CE,0.534400,0.000300,-17.261400,24.282700,10.79,63.00,21
269,NIFTY,09SEP2025,25050.000000,CE,0.507000,0.000300,-17.131600,24.369300,10.72,47.00,21
270,NIFTY,09SEP2025,24400.000000,CE,0.698000,0.000200,-16.593100,21.497500,9.7,43.00,21
271,NIFTY,09SEP2025,24850.000000,CE,0.558300,0.000300,-17.309200,24.105500,11.19,38.00,21
272,NIFTY,09SEP2025,25250.000000,CE,0.454000,0.000300,-16.704500,24.202800,10.73,30.00,21
273,NIFTY,09SEP2025,24000.000000,CE,0.762200,0.000200,-15.586900,18.896700,13.92,14.00,21
274,NIFTY,09SEP2025,24550.000000,CE,0.650600,0.000200,-17.028200,22.749200,10.81,10.00,21
275,NIFTY,09SEP2025,25350.000000,CE,0.428600,0.000300,-16.412900,23.973000,10.62,10.00,21
276,NIFTY,09SEP2025,25150.000000,CE,0.480200,0.000300,-16.946100,24.336900,10.64,9.00,21
277,NIFTY,09SEP2025,24650.000000,CE,0.610400,0.000300,-17.209900,23.500700,11.09,7.00,21
278,NIFTY,09SEP2025,24750.000000,CE,0.600500,0.000300,-17.311100,23.670900,10.38,2.00,21
279,NIFTY,09SEP2025,24300.000000,CE,0.705300,0.000200,-16.504700,21.115500,11.13,1.00,21
