,contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
367,IBM250912P00165000,IBM,2025-09-12,165.0,put,0.0,0.01,0.0,0,0.68,245,0,0,2025-08-19,0.50755,-0.00132,0.00014,-0.0028,0.00269,-0.00022
368,IBM250912C00170000,IBM,2025-09-12,170.0,call,72.55,71.8,71.0,55,72.6,42,23,23,2025-08-19,0.52706,0.99631,0.00034,-0.02748,0.00681,0.11085
369,IBM250912P00170000,IBM,2025-09-12,170.0,put,0.0,0.01,0.0,0,0.49,219,0,0,2025-08-19,0.46853,-0.00136,0.00015,-0.00265,0.00276,-0.00022
370,IBM250912C00175000,IBM,2025-09-12,175.0,call,0.0,67.2,66.3,18,68.1,55,0,0,2025-08-19,0.68315,0.97364,0.00145,-0.07369,0.0378,0.11026
371,IBM250912P00175000,IBM,2025-09-12,175.0,put,0.0,0.01,0.0,0,0.69,245,0,0,2025-08-19,0.4295,-0.00136,0.00017,-0.00243,0.00277,-0.00022
372,IBM250912C00180000,IBM,2025-09-12,180.0,call,0.0,62.02,61.25,25,62.8,39,0,0,2025-08-19,0.56608,0.9826,0.00123,-0.05215,0.02661,0.11511
373,IBM250912P00180000,IBM,2025-09-12,180.0,put,0.0,0.01,0.0,0,0.7,98,0,0,2025-08-19,0.39048,-0.00133,0.00018,-0.00216,0.0027,-0.00022
374,IBM250912C00185000,IBM,2025-09-12,185.0,call,0.0,57.02,56.3,21,57.75,39,0,0,2025-08-19,0.50755,0.98332,0.00132,-0.04852,0.02566,0.11852
375,IBM250912P00185000,IBM,2025-09-12,185.0,put,0.0,0.01,0.0,0,0.72,98,0,0,2025-08-19,0.35146,-0.00125,0.00019,-0.00183,0.00255,-0.0002
376,IBM250912C00190000,IBM,2025-09-12,190.0,call,0.0,52.2,51.35,26,53.05,46,0,0,2025-08-19,0.50755,0.97275,0.002,-0.06275,0.03886,0.12003
377,IBM250912P00190000,IBM,2025-09-12,190.0,put,0.0,0.01,0.0,0,0.74,98,0,0,2025-08-19,0.33194,-0.00197,0.0003,-0.00262,0.00387,-0.00032
378,IBM250912C00195000,IBM,2025-09-12,195.0,call,0.0,47.25,46.5,11,48.0,41,0,0,2025-08-19,0.46853,0.9683,0.00246,-0.06513,0.04407,0.12258
379,IBM250912P00195000,IBM,2025-09-12,195.0,put,0.0,0.01,0.0,0,0.85,98,0,12,2025-08-19,0.29292,-0.0018,0.00032,-0.00213,0.00357,-0.00029
380,IBM250912C00200000,IBM,2025-09-12,200.0,call,0.0,42.25,41.4,28,43.1,42,0,0,2025-08-19,0.4295,0.96284,0.00305,-0.06747,0.05021,0.12497
381,IBM250912P00200000,IBM,2025-09-12,200.0,put,0.0,0.01,0.0,0,0.79,230,0,6,2025-08-19,0.2539,-0.00155,0.00032,-0.0016,0.0031,-0.00025
382,IBM250912C00205000,IBM,2025-09-12,205.0,call,0.0,37.35,36.4,28,38.3,49,0,0,2025-08-19,0.39048,0.95599,0.00385,-0.0698,0.05761,0.12713
383,IBM250912P00205000,IBM,2025-09-12,205.0,put,0.0,0.01,0.0,0,0.65,86,0,7,2025-08-19,0.23438,-0.00265,0.00056,-0.00239,0.00506,-0.00043
384,IBM250912C00210000,IBM,2025-09-12,210.0,call,30.46,32.08,31.55,33,32.6,10,0,23,2025-08-19,0.29292,0.97283,0.00346,-0.0477,0.03877,0.13325
385,IBM250912P00210000,IBM,2025-09-12,210.0,put,0.0,0.01,0.0,0,1.51,100,0,1,2025-08-19,0.19536,-0.00216,0.00056,-0.00165,0.00421,-0.00035
386,IBM250912C00215000,IBM,2025-09-12,215.0,call,0.0,27.25,26.75,22,27.75,11,0,0,2025-08-19,0.27341,0.95733,0.00537,-0.05618,0.05618,0.134
387,IBM250912P00215000,IBM,2025-09-12,215.0,put,0.0,0.38,0.16,209,0.59,191,0,52,2025-08-19,0.29292,-0.05361,0.00602,-0.03958,0.06745,-0.00878
388,IBM250912C00220000,IBM,2025-09-12,220.0,call,20.3,22.4,21.85,21,22.95,10,0,0,2025-08-19,0.2539,0.93247,0.00831,-0.06677,0.0808,0.13322
389,IBM250912P00220000,IBM,2025-09-12,220.0,put,0.65,0.69,0.55,101,0.82,200,1,66,2025-08-19,0.27341,-0.08187,0.00894,-0.05089,0.09359,-0.01341
390,IBM250912C00225000,IBM,2025-09-12,225.0,call,16.5,18.33,17.85,42,18.8,98,0,19,2025-08-19,0.29292,0.84267,0.01328,-0.11278,0.14888,0.12155
391,IBM250912P00225000,IBM,2025-09-12,225.0,put,1.12,1.13,0.99,64,1.27,253,4,135,2025-08-19,0.2539,-0.12522,0.01312,-0.06375,0.12752,-0.02053
392,IBM250912C00230000,IBM,2025-09-12,230.0,call,13.79,13.93,13.55,85,14.3,122,10,37,2025-08-19,0.2539,0.79152,0.01827,-0.11493,0.17755,0.11647
393,IBM250912P00230000,IBM,2025-09-12,230.0,put,1.92,1.84,1.68,6,2.01,199,15,110,2025-08-19,0.2539,-0.20848,0.01827,-0.08772,0.17755,-0.03433
394,IBM250912C00235000,IBM,2025-09-12,235.0,call,9.65,10.35,9.7,96,11.0,225,72,77,2025-08-19,0.2539,0.68487,0.02262,-0.13466,0.21982,0.10191
395,IBM250912P00235000,IBM,2025-09-12,235.0,put,2.93,2.88,2.72,167,3.05,222,38,124,2025-08-19,0.23438,-0.30285,0.02408,-0.09648,0.21604,-0.04995
396,IBM250912C00240000,IBM,2025-09-12,240.0,call,6.1,6.6,6.45,76,6.75,50,113,133,2025-08-19,0.23438,0.56589,0.02713,-0.13427,0.24345,0.08531
397,IBM250912P00240000,IBM,2025-09-12,240.0,put,4.95,4.67,4.55,5,4.8,33,101,85,2025-08-19,0.23438,-0.43411,0.02713,-0.10588,0.24345,-0.07205
398,IBM250912C00245000,IBM,2025-09-12,245.0,call,3.8,4.08,3.95,119,4.2,42,38,143,2025-08-19,0.21487,0.42134,0.02942,-0.11993,0.24201,0.06424
399,IBM250912P00245000,IBM,2025-09-12,245.0,put,7.3,7.17,7.05,12,7.3,22,2,109,2025-08-19,0.21487,-0.57866,0.02942,-0.09095,0.24201,-0.0964
400,IBM250912C00250000,IBM,2025-09-12,250.0,call,2.3,2.4,2.28,129,2.52,78,52,311,2025-08-19,0.21487,0.28599,0.02558,-0.1021,0.2104,0.04386
401,IBM250912P00250000,IBM,2025-09-12,250.0,put,10.67,10.18,9.7,135,10.65,6,20,29,2025-08-19,0.21487,-0.71401,0.02558,-0.07252,0.2104,-0.12006
402,IBM250912C00255000,IBM,2025-09-12,255.0,call,1.3,1.31,1.24,124,1.38,65,193,242,2025-08-19,0.21487,0.17761,0.01957,-0.077,0.16098,0.02736
403,IBM250912P00255000,IBM,2025-09-12,255.0,put,0.0,14.68,14.3,30,15.05,64,0,16,2025-08-19,0.23438,-0.80032,0.01929,-0.05986,0.17304,-0.13655
404,IBM250912C00260000,IBM,2025-09-12,260.0,call,0.7,0.74,0.66,174,0.83,139,18,130,2025-08-19,0.23438,0.12184,0.01394,-0.06447,0.12509,0.01877
405,IBM250912P00260000,IBM,2025-09-12,260.0,put,0.0,19.2,18.85,14,19.55,24,0,27,2025-08-19,0.2539,-0.85802,0.0143,-0.04672,0.13903,-0.14868
406,IBM250912C00265000,IBM,2025-09-12,265.0,call,0.4,0.4,0.35,119,0.45,36,16,70,2025-08-19,0.23438,0.06907,0.00916,-0.04207,0.08222,0.01067
407,IBM250912P00265000,IBM,2025-09-12,265.0,put,0.0,23.98,23.6,17,24.35,20,0,7,2025-08-19,0.29292,-0.8796,0.01106,-0.04768,0.12406,-0.15533
408,IBM250912C00270000,IBM,2025-09-12,270.0,call,0.46,0.01,0.0,0,0.73,210,12,54,2025-08-19,0.15634,0.00332,0.00104,-0.00211,0.0062,0.00052
409,IBM250912P00270000,IBM,2025-09-12,270.0,put,0.0,28.4,27.45,78,29.35,9,0,2,2025-08-19,0.27341,-0.9368,0.00733,-0.01353,0.07675,-0.1673
410,IBM250912C00275000,IBM,2025-09-12,275.0,call,0.21,0.01,0.0,0,0.6,247,0,32,2025-08-19,0.17585,0.00244,0.0007,-0.00179,0.00469,0.00038
411,IBM250912P00275000,IBM,2025-09-12,275.0,put,0.0,33.9,33.5,16,34.3,22,0,0,2025-08-19,0.37097,-0.9028,0.00749,-0.05232,0.10635,-0.16555
412,IBM250912C00280000,IBM,2025-09-12,280.0,call,0.1,0.01,0.0,0,1.15,98,0,38,2025-08-19,0.19536,0.00193,0.00051,-0.0016,0.0038,0.0003
413,IBM250912P00280000,IBM,2025-09-12,280.0,put,0.0,38.9,38.5,2,39.3,13,0,0,2025-08-19,0.40999,-0.90923,0.00644,-0.05572,0.10111,-0.16986
414,IBM250912C00285000,IBM,2025-09-12,285.0,call,0.1,0.01,0.0,0,0.44,174,0,103,2025-08-19,0.23438,0.00354,0.00073,-0.0033,0.00656,0.00055
415,IBM250912P00285000,IBM,2025-09-12,285.0,put,0.0,43.92,43.5,5,44.35,28,0,0,2025-08-19,0.44901,-0.91373,0.00566,-0.0597,0.09735,-0.17387
416,IBM250912C00290000,IBM,2025-09-12,290.0,call,0.0,0.01,0.0,0,0.7,98,0,0,2025-08-19,0.2539,0.00299,0.00058,-0.00307,0.00565,0.00047
417,IBM250912P00290000,IBM,2025-09-12,290.0,put,0.0,48.3,47.25,78,49.35,31,0,0,2025-08-19,0.39048,-0.96066,0.00352,-0.00957,0.0526,-0.18414
418,IBM250912C00295000,IBM,2025-09-12,295.0,call,0.2,0.01,0.0,0,0.49,91,0,10,2025-08-19,0.27341,0.00262,0.00048,-0.00293,0.00501,0.00041
419,IBM250912P00295000,IBM,2025-09-12,295.0,put,0.0,53.95,53.5,2,54.4,29,0,0,2025-08-19,0.52706,-0.91905,0.0046,-0.06919,0.0928,-0.18133
420,IBM250912C00300000,IBM,2025-09-12,300.0,call,0.0,0.01,0.0,0,0.67,98,0,0,2025-08-19,0.29292,0.00237,0.00041,-0.00286,0.00457,0.00037
421,IBM250912P00300000,IBM,2025-09-12,300.0,put,0.0,58.53,57.7,59,59.35,30,0,0,2025-08-19,0.50755,-0.94371,0.00361,-0.04016,0.07009,-0.18824
422,IBM250912C00305000,IBM,2025-09-12,305.0,call,0.0,0.01,0.0,0,0.66,98,0,0,2025-08-19,0.31243,0.00219,0.00036,-0.00283,0.00426,0.00034
423,IBM250912P00305000,IBM,2025-09-12,305.0,put,0.0,63.55,62.75,54,64.35,25,0,0,2025-08-19,0.52706,-0.95005,0.00316,-0.03528,0.06376,-0.19248
424,IBM250912C00310000,IBM,2025-09-12,310.0,call,0.0,0.01,0.0,0,0.78,98,0,0,2025-08-19,0.33194,0.00206,0.00032,-0.00285,0.00404,0.00032
425,IBM250912P00310000,IBM,2025-09-12,310.0,put,0.0,68.65,68.0,40,69.3,13,0,0,2025-08-19,0.5856,-0.94236,0.00319,-0.052,0.07141,-0.19467
426,IBM250912C00315000,IBM,2025-09-12,315.0,call,0.0,0.01,0.0,0,0.65,98,0,0,2025-08-19,0.35146,0.00198,0.00029,-0.0029,0.00388,0.00031
427,IBM250912P00315000,IBM,2025-09-12,315.0,put,0.0,73.78,72.15,81,75.4,81,0,0,2025-08-19,0.62462,-0.94141,0.00303,-0.05844,0.07234,-0.19784
428,IBM250912C00320000,IBM,2025-09-12,320.0,call,0.0,0.01,0.0,0,0.78,98,0,0,2025-08-19,0.37097,0.00192,0.00027,-0.00298,0.00378,0.0003
429,IBM250912P00320000,IBM,2025-09-12,320.0,put,0.0,78.62,77.95,47,79.3,18,0,0,2025-08-19,0.64413,-0.94627,0.00274,-0.05425,0.06757,-0.20185
430,IBM250912C00325000,IBM,2025-09-12,325.0,call,0.0,0.01,0.0,0,0.64,98,0,0,2025-08-19,0.39048,0.00189,0.00025,-0.00308,0.00372,0.00029
431,IBM250912P00325000,IBM,2025-09-12,325.0,put,0.0,83.5,82.65,59,84.35,35,0,0,2025-08-19,0.64413,-0.95577,0.00235,-0.04035,0.05784,-0.20652
432,IBM250912C00330000,IBM,2025-09-12,330.0,call,0.0,0.01,0.0,0,0.63,98,0,0,2025-08-19,0.39048,0.00115,0.00016,-0.00196,0.00237,0.00018
433,IBM250912P00330000,IBM,2025-09-12,330.0,put,0.0,88.3,87.35,75,89.25,16,0,0,2025-08-19,0.64413,-0.96375,0.002,-0.02796,0.0492,-0.21098
434,IBM250912C00335000,IBM,2025-09-12,335.0,call,0.4,0.01,0.0,0,0.63,98,0,2,2025-08-19,0.40999,0.00118,0.00015,-0.0021,0.00242,0.00018
435,IBM250912P00335000,IBM,2025-09-12,335.0,put,0.0,93.5,92.55,61,94.45,37,0,0,2025-08-19,0.70267,-0.95687,0.00211,-0.04448,0.05667,-0.21328
436,IBM250912C00340000,IBM,2025-09-12,340.0,call,0.0,0.01,0.0,0,0.78,98,0,0,2025-08-19,0.4295,0.00121,0.00015,-0.00225,0.00248,0.00019
437,IBM250912P00340000,IBM,2025-09-12,340.0,put,0.0,98.25,97.3,80,99.2,13,0,0,2025-08-19,0.68315,-0.96814,0.00169,-0.02361,0.04425,-0.2182
438,IBM250912C00345000,IBM,2025-09-12,345.0,call,0.0,0.01,0.0,0,0.63,98,0,0,2025-08-19,0.44901,0.00125,0.00015,-0.00242,0.00256,0.00019
439,IBM250912P00345000,IBM,2025-09-12,345.0,put,0.0,103.7,102.15,80,105.25,79,0,0,2025-08-19,0.80022,-0.94804,0.00215,-0.07024,0.06579,-0.21862
440,IBM250912C00350000,IBM,2025-09-12,350.0,call,0.0,0.01,0.0,0,0.78,98,0,0,2025-08-19,0.46853,0.0013,0.00015,-0.00261,0.00264,0.0002
441,IBM250912P00350000,IBM,2025-09-12,350.0,put,0.0,108.8,107.5,66,110.1,78,0,0,2025-08-19,0.83925,-0.94604,0.00211,-0.07854,0.06779,-0.22164
442,IBM250912C00355000,IBM,2025-09-12,355.0,call,0.0,0.01,0.0,0,0.63,98,0,0,2025-08-19,0.48804,0.00135,0.00015,-0.00282,0.00274,0.00021
443,IBM250912P00355000,IBM,2025-09-12,355.0,put,0.0,114.33,112.9,45,115.75,82,0,0,2025-08-19,0.93681,-0.92997,0.00232,-0.122,0.0831,-0.22273
444,IBM250912C00360000,IBM,2025-09-12,360.0,call,0.0,0.01,0.0,0,0.63,98,0,0,2025-08-19,0.50755,0.00141,0.00015,-0.00305,0.00285,0.00022
445,IBM250912P00360000,IBM,2025-09-12,360.0,put,0.0,118.88,118.45,9,119.3,10,0,0,2025-08-19,0.89778,-0.94638,0.00196,-0.08499,0.06746,-0.22829
446,IBM250912C00365000,IBM,2025-09-12,365.0,call,0.0,0.01,0.0,0,0.63,98,0,0,2025-08-19,0.50755,0.00099,0.00011,-0.00221,0.00206,0.00015
447,IBM250912P00365000,IBM,2025-09-12,365.0,put,0.0,123.28,122.2,81,124.35,25,0,0,2025-08-19,0.81974,-0.96789,0.00142,-0.03373,0.04454,-0.23461
448,IBM250912C00370000,IBM,2025-09-12,370.0,call,0.0,0.01,0.0,0,0.63,98,0,0,2025-08-19,0.52706,0.00105,0.00011,-0.00243,0.00218,0.00016
449,IBM250912P00370000,IBM,2025-09-12,370.0,put,0.0,128.62,127.9,52,129.35,25,0,0,2025-08-19,0.91729,-0.95429,0.00169,-0.07092,0.05939,-0.23599
450,IBM250912C00375000,IBM,2025-09-12,375.0,call,0.0,0.01,0.0,0,0.63,98,0,0,2025-08-19,0.54657,0.00112,0.00011,-0.00267,0.00231,0.00017
451,IBM250912P00375000,IBM,2025-09-12,375.0,put,0.0,133.45,132.55,62,134.35,29,0,0,2025-08-19,0.89778,-0.96311,0.00145,-0.04996,0.04991,-0.24052
452,IBM250912C00380000,IBM,2025-09-12,380.0,call,0.0,0.01,0.0,0,0.63,98,0,0,2025-08-19,0.56608,0.0012,0.00011,-0.00293,0.00245,0.00018
453,IBM250912P00380000,IBM,2025-09-12,380.0,put,0.0,138.48,137.55,64,139.4,36,0,0,2025-08-19,0.93681,-0.9607,0.00147,-0.05865,0.05256,-0.24347
454,IBM250919C00100000,IBM,2025-09-19,100.0,call,144.7,141.38,139.55,102,143.2,78,0,2,2025-08-19,0.01976,1.0,0.0,-0.01182,0.0,0.08462
455,IBM250919P00100000,IBM,2025-09-19,100.0,put,0.0,0.01,0.0,0,0.83,77,0,3,2025-08-19,0.97583,-0.00057,3e-05,-0.00221,0.00142,-0.00013
456,IBM250919C00105000,IBM,2025-09-19,105.0,call,0.0,136.43,134.6,92,138.25,86,0,0,2025-08-19,0.01976,1.0,0.0,-0.01241,0.0,0.08885
457,IBM250919P00105000,IBM,2025-09-19,105.0,put,0.0,0.01,0.0,0,0.83,86,0,0,2025-08-19,0.91729,-0.00056,3e-05,-0.00203,0.00138,-0.00012
458,IBM250919C00110000,IBM,2025-09-19,110.0,call,144.4,131.43,129.6,102,133.25,92,0,0,2025-08-19,0.01976,1.0,0.0,-0.013,0.0,0.09308
459,IBM250919P00110000,IBM,2025-09-19,110.0,put,0.0,0.01,0.0,0,0.83,85,0,7,2025-08-19,0.85876,-0.00052,3e-05,-0.00179,0.0013,-0.00011
460,IBM250919C00115000,IBM,2025-09-19,115.0,call,0.0,126.48,124.65,102,128.3,92,0,0,2025-08-19,0.01976,1.0,0.0,-0.01359,0.0,0.09731
461,IBM250919P00115000,IBM,2025-09-19,115.0,put,0.0,0.01,0.0,0,0.83,88,0,0,2025-08-19,0.81974,-0.0006,4e-05,-0.00195,0.00149,-0.00013
462,IBM250919C00120000,IBM,2025-09-19,120.0,call,0.0,121.47,119.65,73,123.3,92,0,0,2025-08-19,0.01976,1.0,0.0,-0.01418,0.0,0.10154
463,IBM250919P00120000,IBM,2025-09-19,120.0,put,0.0,0.01,0.0,0,0.63,133,0,45,2025-08-19,0.78071,-0.00069,4e-05,-0.00209,0.00168,-0.00015
464,IBM250919C00125000,IBM,2025-09-19,125.0,call,101.85,117.08,116.15,42,118.0,78,0,0,2025-08-19,1.07339,0.98841,0.0004,-0.05129,0.02131,0.10312
465,IBM250919P00125000,IBM,2025-09-19,125.0,put,0.0,0.01,0.0,0,0.84,252,0,80,2025-08-19,0.74169,-0.00077,5e-05,-0.0022,0.00186,-0.00017
466,IBM250919C00130000,IBM,2025-09-19,130.0,call,95.69,112.08,111.15,42,113.0,83,0,0,2025-08-19,1.01485,0.98782,0.00044,-0.0514,0.02225,0.10723
467,IBM250919P00130000,IBM,2025-09-19,130.0,put,0.0,0.01,0.0,0,0.64,96,0,15,2025-08-19,0.68315,-0.00063,5e-05,-0.00169,0.00155,-0.00014
468,IBM250919C00135000,IBM,2025-09-19,135.0,call,113.08,107.15,106.25,9,108.05,85,0,0,2025-08-19,0.97583,0.98599,0.00052,-0.05503,0.02511,0.11105
469,IBM250919P00135000,IBM,2025-09-19,135.0,put,0.0,0.01,0.0,0,1.05,92,0,10,2025-08-19,0.64413,-0.00067,5e-05,-0.00168,0.00164,-0.00014
470,IBM250919C00140000,IBM,2025-09-19,140.0,call,100.9,101.95,101.3,15,102.6,52,0,1,2025-08-19,0.81974,0.9921,0.00038,-0.03647,0.01525,0.11671
471,IBM250919P00140000,IBM,2025-09-19,140.0,put,0.0,0.01,0.0,0,0.12,10,0,211,2025-08-19,0.60511,-0.0007,6e-05,-0.00164,0.0017,-0.00015
472,IBM250919C00145000,IBM,2025-09-19,145.0,call,106.9,97.05,96.3,10,97.8,72,0,0,2025-08-19,0.81974,0.98829,0.00053,-0.04521,0.02151,0.12008
473,IBM250919P00145000,IBM,2025-09-19,145.0,put,0.0,0.01,0.0,0,0.66,219,0,68,2025-08-19,0.5856,-0.001,8e-05,-0.0022,0.00236,-0.00021
474,IBM250919C00150000,IBM,2025-09-19,150.0,call,110.35,92.2,91.3,41,93.1,85,0,1,2025-08-19,0.81974,0.98319,0.00072,-0.05603,0.02937,0.12316
475,IBM250919P00150000,IBM,2025-09-19,150.0,put,0.0,0.01,0.0,0,1.08,353,0,132,2025-08-19,0.54657,-0.00101,9e-05,-0.00208,0.00239,-0.00022
476,IBM250919C00155000,IBM,2025-09-19,155.0,call,95.27,87.25,86.35,9,88.15,86,0,0,2025-08-19,0.78071,0.981,0.00084,-0.05876,0.03259,0.12692
477,IBM250919P00155000,IBM,2025-09-19,155.0,put,0.0,0.01,0.0,0,0.68,352,0,252,2025-08-19,0.50755,-0.001,9e-05,-0.00191,0.00236,-0.00021
478,IBM250919C00160000,IBM,2025-09-19,160.0,call,80.05,82.12,81.4,9,82.85,67,0,1,2025-08-19,0.68315,0.98542,0.00077,-0.0471,0.02599,0.13218
479,IBM250919P00160000,IBM,2025-09-19,160.0,put,0.0,0.01,0.0,0,0.15,297,0,161,2025-08-19,0.46853,-0.00096,0.0001,-0.00169,0.00227,-0.0002
480,IBM250919C00165000,IBM,2025-09-19,165.0,call,87.0,77.08,76.4,9,77.75,46,0,0,2025-08-19,0.60511,0.98821,0.00072,-0.04025,0.02163,0.13705
481,IBM250919P00165000,IBM,2025-09-19,165.0,put,0.0,0.01,0.0,0,0.7,208,0,415,2025-08-19,0.44901,-0.00136,0.00014,-0.00223,0.00314,-0.00029
482,IBM250919C00170000,IBM,2025-09-19,170.0,call,79.4,71.85,71.45,14,72.25,5,0,3,2025-08-19,0.01976,1.0,0.0,-0.02009,0.0,0.14385
483,IBM250919P00170000,IBM,2025-09-19,170.0,put,0.0,0.01,0.0,0,0.71,322,0,518,2025-08-19,0.40999,-0.00126,0.00014,-0.0019,0.00292,-0.00027
484,IBM250919C00175000,IBM,2025-09-19,175.0,call,65.45,67.38,66.5,9,68.25,80,0,1,2025-08-19,0.60511,0.97321,0.00146,-0.06236,0.04354,0.1422
485,IBM250919P00175000,IBM,2025-09-19,175.0,put,0.0,0.36,0.01,1,0.72,310,0,255,2025-08-19,0.5856,-0.02336,0.00134,-0.03595,0.03882,-0.00511
486,IBM250919C00180000,IBM,2025-09-19,180.0,call,58.5,62.2,61.5,9,62.9,53,0,4,2025-08-19,0.50755,0.98122,0.00129,-0.04712,0.03227,0.14825
487,IBM250919P00180000,IBM,2025-09-19,180.0,put,0.0,0.29,0.04,1,0.53,498,0,797,2025-08-19,0.52706,-0.02231,0.00143,-0.03106,0.03734,-0.00485
488,IBM250919C00185000,IBM,2025-09-19,185.0,call,65.2,57.23,56.6,11,57.85,36,0,7,2025-08-19,0.46853,0.97934,0.00151,-0.04768,0.03499,0.15209
489,IBM250919P00185000,IBM,2025-09-19,185.0,put,0.0,0.01,0.0,0,0.5,731,0,1083,2025-08-19,0.31243,-0.00134,0.0002,-0.00152,0.00309,-0.00028
490,IBM250919C00190000,IBM,2025-09-19,190.0,call,60.7,52.17,51.6,12,52.75,16,0,3,2025-08-19,0.40999,0.9817,0.00156,-0.04278,0.03157,0.15686
491,IBM250919P00190000,IBM,2025-09-19,190.0,put,0.0,0.01,0.0,0,0.78,196,0,466,2025-08-19,0.29292,-0.00196,0.0003,-0.00201,0.00437,-0.00041
492,IBM250919C00195000,IBM,2025-09-19,195.0,call,55.5,47.4,46.65,13,48.15,61,0,0,2025-08-19,0.40999,0.96946,0.0024,-0.05425,0.04856,0.15845
493,IBM250919P00195000,IBM,2025-09-19,195.0,put,0.0,0.01,0.0,0,0.52,615,0,325,2025-08-19,0.2539,-0.00151,0.00028,-0.00137,0.00346,-0.00032
494,IBM250919C00200000,IBM,2025-09-19,200.0,call,38.55,42.3,41.7,12,42.9,28,0,16,2025-08-19,0.35146,0.97251,0.00256,-0.04804,0.04449,0.16338
495,IBM250919P00200000,IBM,2025-09-19,200.0,put,0.0,0.21,0.01,258,0.42,37,0,746,2025-08-19,0.33194,-0.02138,0.00219,-0.01865,0.03602,-0.00454
496,IBM250919C00205000,IBM,2025-09-19,205.0,call,31.45,37.35,37.1,18,37.6,19,0,268,2025-08-19,0.33194,0.9617,0.00356,-0.0544,0.05849,0.16531
497,IBM250919P00205000,IBM,2025-09-19,205.0,put,0.25,0.24,0.05,308,0.43,330,2,245,2025-08-19,0.31243,-0.03036,0.00313,-0.02345,0.04832,-0.00645
498,IBM250919C00210000,IBM,2025-09-19,210.0,call,34.45,32.8,31.9,26,33.7,77,1,73,2025-08-19,0.33194,0.93596,0.00537,-0.07009,0.08813,0.164
499,IBM250919P00210000,IBM,2025-09-19,210.0,put,0.38,0.47,0.32,41,0.62,338,13,702,2025-08-19,0.31243,-0.0536,0.00496,-0.03703,0.07665,-0.01142
500,IBM250919C00215000,IBM,2025-09-19,215.0,call,26.8,27.55,27.05,34,28.05,15,0,96,2025-08-19,0.27341,0.9374,0.00641,-0.06174,0.08659,0.16865
501,IBM250919P00215000,IBM,2025-09-19,215.0,put,0.55,0.56,0.54,22,0.59,47,5,803,2025-08-19,0.27341,-0.0626,0.00641,-0.03633,0.08659,-0.01329
502,IBM250919C00217500,IBM,2025-09-19,217.5,call,0.0,25.1,24.6,41,25.6,14,0,0,2025-08-19,0.2539,0.93175,0.00738,-0.0616,0.09258,0.16959
503,IBM250919P00217500,IBM,2025-09-19,217.5,put,0.77,0.64,0.5,174,0.77,19,1,43,2025-08-19,0.2539,-0.06825,0.00738,-0.0359,0.09258,-0.01445
504,IBM250919C00220000,IBM,2025-09-19,220.0,call,21.48,23.02,22.8,16,23.25,20,0,250,2025-08-19,0.27341,0.89339,0.00956,-0.07984,0.12927,0.16345
505,IBM250919P00220000,IBM,2025-09-19,220.0,put,0.96,0.9,0.86,56,0.93,29,47,1439,2025-08-19,0.27341,-0.10661,0.00956,-0.05383,0.12927,-0.02271
506,IBM250919C00222500,IBM,2025-09-19,222.5,call,0.0,21.18,20.55,17,21.8,115,0,0,2025-08-19,0.29292,0.84966,0.01134,-0.09937,0.16419,0.15605
507,IBM250919P00222500,IBM,2025-09-19,222.5,put,0.0,1.14,1.08,17,1.19,17,0,2,2025-08-19,0.2539,-0.11864,0.01112,-0.05362,0.13953,-0.02522
508,IBM250919C00225000,IBM,2025-09-19,225.0,call,17.85,18.23,17.7,198,18.75,15,0,203,2025-08-19,0.23438,0.86665,0.01306,-0.07987,0.15138,0.1621
509,IBM250919P00225000,IBM,2025-09-19,225.0,put,1.43,1.43,1.39,25,1.47,31,59,1536,2025-08-19,0.2539,-0.15132,0.01314,-0.06303,0.1649,-0.03224
510,IBM250919C00227500,IBM,2025-09-19,227.5,call,15.4,16.62,16.3,13,16.95,53,0,17,2025-08-19,0.2539,0.81097,0.01515,-0.09915,0.19021,0.15214
511,IBM250919P00227500,IBM,2025-09-19,227.5,put,1.82,1.8,1.72,33,1.89,98,6,18,2025-08-19,0.2539,-0.18903,0.01515,-0.07226,0.19021,-0.04037
512,IBM250919C00230000,IBM,2025-09-19,230.0,call,14.0,14.45,14.3,13,14.6,62,11,324,2025-08-19,0.2539,0.76846,0.01707,-0.10802,0.21431,0.14505
513,IBM250919P00230000,IBM,2025-09-19,230.0,put,2.31,2.21,2.12,143,2.3,37,91,2156,2025-08-19,0.23438,-0.21508,0.01773,-0.07128,0.2055,-0.04585
514,IBM250919C00232500,IBM,2025-09-19,232.5,call,13.2,12.5,12.3,13,12.7,24,2,0,2025-08-19,0.23438,0.73587,0.01984,-0.10652,0.22993,0.14029
515,IBM250919P00232500,IBM,2025-09-19,232.5,put,2.81,2.78,2.69,56,2.87,12,15,20,2025-08-19,0.23438,-0.26413,0.01984,-0.07904,0.22993,-0.05645
516,IBM250919C00235000,IBM,2025-09-19,235.0,call,10.8,10.68,10.55,51,10.8,16,62,548,2025-08-19,0.23438,0.68228,0.02163,-0.11304,0.2507,0.13076
517,IBM250919P00235000,IBM,2025-09-19,235.0,put,3.55,3.5,3.4,173,3.6,73,64,2004,2025-08-19,0.23438,-0.31772,0.02163,-0.08526,0.2507,-0.0681
